"","Sex","Age","Height","Weight","NOC","Medal","Sport","cluster"
"65032","M",34,185,75,"FRA","Gold","Canoeing",1
"65038","M",22,178,77,"ESP","Silver","Canoeing",1
"65047","F",25,164,56,"BRA","Silver","Football",3
"65049","F",22,170,58,"ESP","Silver","Water Polo",3
"65058","F",21,182,77,"USA","Silver","Water Polo",1
"65059","F",25,182,77,"USA","Bronze","Water Polo",1
"65089","M",30,178,62,"ESP","Silver","Water Polo",3
"65090","M",34,178,62,"ESP","Gold","Water Polo",3
"65095","M",29,188,82,"NOR","Silver","Cross Country Skiing",1
"65097","M",29,188,82,"NOR","Gold","Cross Country Skiing",1
"65098","M",29,188,82,"NOR","Gold","Cross Country Skiing",1
"65101","M",33,188,82,"NOR","Silver","Cross Country Skiing",1
"65110","M",28,179,71,"FRG","Bronze","Biathlon",1
"65125","M",25,176,75,"CUB","Gold","Baseball",1
"65126","M",29,176,75,"CUB","Gold","Baseball",1
"65134","M",28,186,80,"MEX","Bronze","Taekwondo",1
"65158","M",22,173,83,"FRA","Silver","Rugby",1
"65167","M",20,172,71,"NGR","Bronze","Football",1
"65174","F",29,169,66,"AUS","Gold","Rugby Sevens",3
"65178","F",24,165,55,"USA","Gold","Basketball",3
"65189","F",21,175,57,"FRA","Bronze","Swimming",3
"65201","M",30,163,57,"JPN","Silver","Wrestling",3
"65207","M",19,180,72,"CMR","Gold","Football",1
"65243","M",30,194,100,"ESP","Bronze","Handball",2
"65248","M",31,178,66,"USA","Gold","Shooting",1
"65276","M",27,192,120,"SWE","Bronze","Wrestling",2
"65304","M",22,179,70,"ITA","Bronze","Athletics",1
"65309","F",25,178,77,"USA","Bronze","Bobsleigh",1
"65325","M",24,185,84,"USA","Gold","Basketball",1
"65326","F",21,175,65,"AUS","Silver","Swimming",3
"65338","M",22,183,71,"CAN","Silver","Swimming",1
"65343","M",17,183,66,"USA","Bronze","Athletics",1
"65347","M",21,180,78,"GBR","Silver","Boxing",1
"65356","F",17,167,54,"USA","Gold","Swimming",3
"65357","F",17,167,54,"USA","Gold","Swimming",3
"65358","F",17,167,54,"USA","Gold","Swimming",3
"65359","F",20,167,54,"USA","Silver","Swimming",3
"65360","F",20,167,54,"USA","Gold","Swimming",3
"65375","M",21,180,78,"USA","Gold","Athletics",1
"65376","M",21,180,78,"USA","Gold","Athletics",1
"65380","M",26,196,87,"CAN","Gold","Rowing",2
"65381","M",28,188,93,"USA","Silver","Water Polo",2
"65384","M",26,190,87,"CAN","Gold","Rowing",2
"65390","M",18,190,77,"AUS","Bronze","Swimming",1
"65392","M",18,190,77,"AUS","Gold","Swimming",1
"65393","M",22,190,77,"AUS","Bronze","Swimming",1
"65395","M",22,190,77,"AUS","Bronze","Swimming",1
"65397","M",18,159,48,"GBR","Bronze","Boxing",3
"65399","M",25,176,72,"AUS","Bronze","Hockey",1
"65400","M",29,176,72,"AUS","Silver","Hockey",1
"65405","M",21,187,83,"AUS","Bronze","Rowing",1
"65410","M",21,167,67,"USA","Silver","Wrestling",3
"65420","M",25,170,71,"ARG","Silver","Football",1
"65436","F",26,170,70,"FRA","Gold","Cycling",1
"65452","M",22,170,60,"GBR","Silver","Athletics",3
"65454","M",20,183,78,"SUI","Silver","Fencing",1
"65455","M",22,180,77,"SUI","Bronze","Fencing",1
"65465","M",23,182,75,"USA","Gold","Baseball",1
"65467","M",21,187,64,"USA","Bronze","Athletics",1
"65468","M",21,187,64,"USA","Gold","Athletics",1
"65489","M",21,189,83,"NED","Silver","Hockey",1
"65490","M",29,189,83,"NED","Silver","Hockey",1
"65497","F",23,185,76,"GER","Gold","Rowing",1
"65498","F",27,185,76,"GER","Gold","Rowing",1
"65502","F",25,178,76,"NZL","Gold","Rowing",1
"65503","F",29,178,76,"NZL","Gold","Rowing",1
"65504","F",25,178,78,"NZL","Gold","Rowing",1
"65505","F",29,178,78,"NZL","Gold","Rowing",1
"65508","F",23,169,56,"FRG","Bronze","Athletics",3
"65510","F",16,167,66,"AUS","Silver","Swimming",3
"65531","M",24,183,76,"POR","Gold","Athletics",1
"65554","M",30,180,71,"USA","Silver","Athletics",1
"65555","M",30,180,71,"USA","Silver","Athletics",1
"65556","M",30,180,71,"USA","Gold","Athletics",1
"65566","M",21,213,109,"USA","Gold","Basketball",2
"65567","M",29,213,109,"USA","Gold","Basketball",2
"65575","M",26,185,79,"USA","Gold","Athletics",1
"65576","M",26,185,79,"USA","Gold","Athletics",1
"65577","M",26,185,79,"USA","Gold","Athletics",1
"65578","M",30,185,79,"USA","Gold","Athletics",1
"65579","M",30,185,79,"USA","Gold","Athletics",1
"65580","M",30,185,79,"USA","Gold","Athletics",1
"65581","M",32,185,79,"USA","Gold","Athletics",1
"65582","M",32,185,79,"USA","Gold","Athletics",1
"65583","M",34,185,79,"USA","Gold","Athletics",1
"65584","M",34,185,79,"USA","Gold","Athletics",1
"65648","M",22,171,80,"NGR","Bronze","Football",1
"65658","M",20,184,82,"NGR","Silver","Athletics",1
"65661","M",20,182,79,"NGR","Silver","Athletics",1
"65674","M",22,175,57,"MAR","Bronze","Athletics",3
"65698","M",34,177,110,"ITA","Silver","Shooting",2
"65710","F",28,169,59,"BRA","Gold","Volleyball",3
"65711","F",32,169,59,"BRA","Gold","Volleyball",3
"65718","M",25,194,74,"HUN","Gold","Modern Pentathlon",1
"65723","M",23,172,69,"MEX","Gold","Football",1
"65724","F",19,161,56,"BRA","Silver","Football",3
"65728","F",23,193,76,"BRA","Gold","Volleyball",1
"65729","F",27,193,76,"BRA","Gold","Volleyball",1
"65735","M",20,163,54,"MEX","Bronze","Boxing",3
"65739","M",29,204,101,"BRA","Silver","Beach Volleyball",2
"65750","F",28,170,62,"SLO","Bronze","Cross Country Skiing",3
"65756","M",22,161,52,"ITA","Silver","Wrestling",3
"65757","M",26,161,52,"ITA","Silver","Wrestling",3
"65767","M",27,184,83,"ESP","Silver","Hockey",1
"65773","M",31,177,74,"ESP","Silver","Hockey",1
"65779","M",30,182,78,"ESP","Silver","Hockey",1
"65780","M",20,198,100,"FRA","Silver","Handball",2
"65789","M",24,189,80,"ITA","Gold","Speed Skating",1
"65790","M",24,189,80,"ITA","Bronze","Speed Skating",1
"65792","M",24,189,80,"ITA","Gold","Speed Skating",1
"65806","M",29,182,79,"ITA","Bronze","Canoeing",1
"65829","F",31,162,53,"JAM","Silver","Athletics",3
"65830","M",26,185,70,"FRG","Bronze","Football",1
"65836","M",24,175,69,"LAT","Silver","Athletics",1
"65850","F",22,178,78,"URS","Bronze","Rowing",1
"65857","M",26,168,68,"URS","Gold","Wrestling",3
"65858","M",29,168,68,"EUN","Gold","Wrestling",3
"65878","M",25,193,92,"POL","Silver","Wrestling",2
"65893","M",32,178,61,"USA","Silver","Athletics",3
"65921","F",20,158,50,"USA","Gold","Athletics",3
"65924","F",24,158,50,"USA","Bronze","Athletics",3
"65932","M",25,170,68,"ITA","Gold","Short Track Speed Skating",3
"65987","F",20,155,46,"GDR","Bronze","Gymnastics",3
"66002","M",21,187,80,"FRG","Bronze","Swimming",1
"66004","M",21,187,80,"FRG","Silver","Swimming",1
"66008","M",25,187,80,"FRG","Bronze","Swimming",1
"66036","F",22,160,56,"USA","Silver","Football",3
"66045","M",17,193,72,"USA","Gold","Swimming",1
"66046","M",17,193,72,"USA","Gold","Swimming",1
"66051","F",22,160,56,"GBR","Silver","Judo",3
"66056","F",26,182,68,"AUS","Bronze","Softball",1
"66068","M",30,175,71,"AUS","Gold","Archery",1
"66092","M",27,182,70,"FRA","Bronze","Cycling",1
"66099","F",24,171,62,"PER","Silver","Volleyball",3
"66112","M",30,180,80,"YUG","Gold","Handball",1
"66140","M",22,181,80,"CRO","Bronze","Biathlon",1
"66163","F",24,178,69,"BRA","Bronze","Taekwondo",1
"66168","F",18,167,50,"ITA","Silver","Rhythmic Gymnastics",3
"66172","M",42,180,75,"BRA","Bronze","Sailing",1
"66173","M",24,181,77,"BRA","Bronze","Boxing",1
"66185","F",23,173,58,"FRG","Gold","Athletics",3
"66186","F",23,173,58,"FRG","Bronze","Athletics",3
"66190","M",25,172,70.5,"FIN","Silver","Archery",1
"66192","M",28,166,63,"ITA","Gold","Shooting",3
"66205","M",23,186,83,"CUB","Silver","Swimming",1
"66216","F",27,178,74,"AUS","Bronze","Rowing",1
"66309","F",23,190,74,"AUS","Bronze","Basketball",1
"66310","F",28,190,74,"AUS","Silver","Basketball",1
"66311","F",32,190,74,"AUS","Silver","Basketball",1
"66320","M",36,179,90,"TCH","Silver","Shooting",2
"66342","F",23,158,50,"FRA","Silver","Alpine Skiing",3
"66343","F",23,158,50,"FRA","Bronze","Alpine Skiing",3
"66346","M",22,170,64,"CHN","Silver","Gymnastics",3
"66350","M",22,170,64,"CHN","Bronze","Gymnastics",3
"66360","M",21,158,50,"CHN","Silver","Gymnastics",3
"66366","F",20,170,55,"CHN","Silver","Short Track Speed Skating",3
"66374","F",16,148,37,"CHN","Bronze","Gymnastics",3
"66380","F",24,168,55,"CHN","Silver","Football",3
"66424","F",22,170,62,"CHN","Silver","Archery",3
"66429","M",28,187,90,"GDR","Bronze","Boxing",2
"66450","M",30,183,67,"CRO","Gold","Sailing",1
"66477","M",28,178,81,"HUN","Bronze","Football",1
"66478","M",20,194,95,"HUN","Silver","Water Polo",2
"66479","M",23,194,95,"HUN","Gold","Water Polo",2
"66480","M",27,194,95,"HUN","Bronze","Water Polo",2
"66485","M",29,175,58,"GBR","Gold","Athletics",3
"66486","M",29,175,58,"GBR","Gold","Athletics",3
"66487","M",33,175,58,"GBR","Gold","Athletics",3
"66488","M",33,175,58,"GBR","Gold","Athletics",3
"66510","M",25,192,102,"FRG","Gold","Rowing",2
"66511","M",29,192,102,"FRG","Bronze","Rowing",2
"66531","M",26,176,80,"TCH","Bronze","Ice Hockey",1
"66535","F",24,173,73,"CAN","Bronze","Rugby Sevens",1
"66548","M",36,187,75,"USA","Gold","Equestrianism",1
"66549","M",36,187,75,"USA","Gold","Equestrianism",1
"66551","M",40,187,75,"USA","Silver","Equestrianism",1
"66576","M",25,188,85,"ITA","Gold","Rowing",2
"66577","M",29,188,85,"ITA","Bronze","Rowing",2
"66602","F",27,182,71,"HUN","Silver","Handball",1
"66604","F",26,178,66,"HUN","Bronze","Handball",1
"66605","F",31,178,66,"HUN","Silver","Handball",1
"66618","M",21,169,67,"HUN","Bronze","Canoeing",3
"66619","M",25,169,67,"HUN","Bronze","Canoeing",3
"66620","M",22,172,72,"HUN","Gold","Football",1
"66631","M",23,183,87,"HUN","Gold","Wrestling",2
"66638","F",23,173,63,"HUN","Silver","Fencing",3
"66639","F",26,173,63,"HUN","Silver","Fencing",3
"66640","F",26,173,63,"HUN","Silver","Fencing",3
"66642","F",30,173,63,"HUN","Bronze","Fencing",3
"66668","M",23,175,65,"CAN","Silver","Ice Hockey",3
"66680","F",29,173,63,"USA","Silver","Athletics",3
"66747","M",23,183,70,"USA","Gold","Swimming",1
"66748","M",23,183,70,"USA","Gold","Swimming",1
"66755","F",21,183,71,"FRA","Bronze","Swimming",1
"66764","M",24,172,64,"USA","Bronze","Athletics",3
"66769","F",24,167,65,"AUS","Gold","Hockey",3
"66770","F",28,167,65,"AUS","Gold","Hockey",3
"66778","F",24,163,57,"USA","Gold","Snowboarding",3
"66780","M",35,173,66,"USA","Silver","Equestrianism",3
"66784","M",33,187,95,"BAH","Bronze","Sailing",2
"66825","M",19,182,79,"AUS","Silver","Swimming",1
"66850","M",21,175,70,"FRG","Silver","Swimming",1
"66860","M",35,184,100,"SUI","Gold","Bobsleigh",2
"66872","M",28,180,94,"SUI","Gold","Bobsleigh",2
"66883","M",25,184,79,"FRG","Silver","Hockey",1
"66884","M",20,175,78,"NGR","Bronze","Athletics",1
"66891","M",28,178,78,"HUN","Gold","Football",1
"66894","M",26,199,97,"GER","Bronze","Handball",2
"66911","F",24,172,62,"RUS","Silver","Speed Skating",3
"66921","F",22,173,65,"USA","Gold","Water Polo",3
"66936","M",18,175,75,"NGR","Gold","Football",1
"66939","M",29,192,88,"FRA","Silver","Rowing",2
"66968","M",23,183,83,"GBR","Gold","Shooting",1
"66977","M",26,182,73,"GBR","Gold","Hockey",1
"67003","M",23,183,74,"ITA","Silver","Cross Country Skiing",1
"67007","M",25,183,74,"ITA","Bronze","Cross Country Skiing",1
"67008","M",25,183,74,"ITA","Gold","Cross Country Skiing",1
"67010","M",29,183,74,"ITA","Bronze","Cross Country Skiing",1
"67013","M",29,183,74,"ITA","Silver","Cross Country Skiing",1
"67150","M",24,178,72,"SUI","Silver","Alpine Skiing",1
"67155","F",28,165,59,"USA","Gold","Football",3
"67156","F",32,165,59,"USA","Silver","Football",3
"67157","F",36,165,59,"USA","Gold","Football",3
"67197","M",20,175,62,"HUN","Gold","Football",3
"67206","F",31,172,64,"HUN","Gold","Canoeing",3
"67207","F",36,172,64,"HUN","Gold","Canoeing",3
"67215","M",21,195,85,"ARG","Gold","Football",2
"67216","M",26,182,82,"AUS","Silver","Rowing",1
"67219","F",17,170,56,"YUG","Bronze","Table Tennis",3
"67276","M",20,184,81,"UKR","Bronze","Boxing",1
"67280","M",28,179,71,"DEN","Gold","Rowing",1
"67281","M",32,179,71,"DEN","Bronze","Rowing",1
"67285","M",29,180,69,"UKR","Silver","Cycling",1
"67291","M",26,185,80,"SUI","Gold","Tennis",1
"67292","M",30,185,80,"SUI","Silver","Tennis",1
"67297","M",24,190,77,"USA","Silver","Rowing",1
"67298","M",26,185,75,"USA","Silver","Rowing",1
"67303","M",31,176,71,"EUN","Gold","Shooting",1
"67323","F",19,176,60,"RUS","Gold","Athletics",3
"67327","M",23,198,92,"RUS","Bronze","Water Polo",2
"67334","M",21,189,86,"URS","Silver","Swimming",2
"67335","M",24,195,90,"RUS","Gold","Rowing",2
"67339","M",27,169,60,"UKR","Silver","Wrestling",3
"67344","M",28,186,82,"URS","Silver","Athletics",1
"67346","F",22,162,56,"URS","Silver","Diving",3
"67352","F",26,180,75,"RUS","Silver","Speed Skating",1
"67354","F",25,181,74,"RUS","Bronze","Rowing",1
"67366","M",24,180,84,"URS","Gold","Handball",1
"67367","M",28,180,84,"URS","Silver","Handball",1
"67374","F",27,180,77,"USA","Silver","Rowing",1
"67408","M",21,204,90,"ITA","Bronze","Volleyball",2
"67409","M",25,204,90,"ITA","Silver","Volleyball",2
"67411","M",33,204,90,"ITA","Bronze","Volleyball",2
"67430","M",22,196,98,"USA","Silver","Swimming",2
"67431","M",26,196,98,"USA","Gold","Swimming",2
"67448","M",24,180,90,"AUT","Gold","Luge",2
"67521","F",24,158,53,"RUS","Bronze","Shooting",3
"67538","M",29,183,70,"AUT","Silver","Ski Jumping",1
"67591","M",23,178,66,"BRA","Gold","Football",1
"67596","M",29,185,61,"GER","Gold","Fencing",1
"67599","F",18,168,56,"USA","Silver","Athletics",3
"67600","F",22,168,56,"USA","Silver","Athletics",3
"67601","F",22,168,56,"USA","Gold","Athletics",3
"67603","F",26,168,56,"USA","Gold","Athletics",3
"67604","F",26,168,56,"USA","Gold","Athletics",3
"67605","F",26,168,56,"USA","Gold","Athletics",3
"67606","F",30,168,56,"USA","Silver","Athletics",3
"67607","F",30,168,56,"USA","Gold","Athletics",3
"67608","F",30,168,56,"USA","Gold","Athletics",3
"67623","F",26,174,58,"FRA","Bronze","Athletics",3
"67630","M",19,180,76,"HUN","Bronze","Water Polo",1
"67632","M",23,180,76,"HUN","Gold","Water Polo",1
"67633","M",27,180,76,"HUN","Bronze","Water Polo",1
"67636","F",25,169,62,"GBR","Silver","Modern Pentathlon",3
"67683","M",31,189,82,"ITA","Silver","Water Polo",1
"67694","M",28,180,86,"FRG","Silver","Luge",1
"67709","M",19,179,75,"CHN","Bronze","Short Track Speed Skating",1
"67712","M",23,179,75,"CHN","Bronze","Short Track Speed Skating",1
"67713","F",25,183,75,"CHN","Gold","Volleyball",1
"67714","F",29,183,75,"CHN","Bronze","Volleyball",1
"67722","F",26,170,85,"CHN","Bronze","Golf",1
"67724","F",21,163,55,"SGP","Silver","Table Tennis",3
"67725","F",25,163,55,"SGP","Bronze","Table Tennis",3
"67726","F",25,163,55,"SGP","Bronze","Table Tennis",3
"67737","M",24,160,58,"CHN","Gold","Gymnastics",3
"67739","M",24,160,58,"CHN","Gold","Gymnastics",3
"67765","F",24,166,64,"AUT","Gold","Alpine Skiing",3
"67766","F",24,166,64,"AUT","Silver","Alpine Skiing",3
"67769","M",23,177,72,"FRA","Bronze","Athletics",1
"67772","M",37,182,75,"USA","Bronze","Curling",1
"67795","M",25,184,79,"HUN","Gold","Fencing",1
"67797","M",29,184,79,"HUN","Gold","Fencing",1
"67798","M",29,184,79,"HUN","Gold","Fencing",1
"67804","M",23,173,75,"URS","Bronze","Boxing",1
"67806","F",24,164,52,"RUS","Silver","Athletics",3
"67807","F",28,164,52,"RUS","Bronze","Athletics",3
"67811","F",29,170,63,"FRA","Gold","Canoeing",3
"67872","F",17,170,60,"USA","Silver","Athletics",3
"67878","F",16,173,61,"USA","Gold","Swimming",3
"67879","F",16,173,61,"USA","Gold","Swimming",3
"67897","M",32,179,85,"NZL","Gold","Canoeing",1
"67898","M",32,179,85,"NZL","Gold","Canoeing",1
"67899","M",32,179,85,"NZL","Gold","Canoeing",1
"67900","M",36,179,85,"NZL","Gold","Canoeing",1
"67901","M",36,179,85,"NZL","Silver","Canoeing",1
"67905","M",23,188,84,"USA","Bronze","Water Polo",2
"67930","F",20,168,63,"BAH","Silver","Athletics",3
"67933","F",24,168,63,"BAH","Gold","Athletics",3
"67935","F",28,168,63,"BAH","Bronze","Athletics",3
"67945","M",27,175,71.5,"HUN","Bronze","Weightlifting",1
"67992","M",24,180,72,"SWE","Gold","Modern Pentathlon",1
"68007","F",25,180,66,"BRA","Bronze","Volleyball",1
"68011","M",29,199,92,"BRA","Silver","Volleyball",2
"68070","F",22,169,55,"POR","Silver","Triathlon",3
"68094","F",22,184,80,"CUB","Gold","Volleyball",1
"68095","F",27,184,80,"CUB","Gold","Volleyball",1
"68096","F",31,184,80,"CUB","Bronze","Volleyball",1
"68107","M",29,175,73,"FRG","Bronze","Water Polo",1
"68113","F",27,180,74,"ESP","Bronze","Handball",1
"68114","F",32,180,71,"ESP","Bronze","Handball",1
"68148","M",27,175,60,"ESP","Silver","Athletics",3
"68151","M",27,204,111,"ARG","Gold","Basketball",2
"68156","F",28,170,66,"USA","Gold","Tennis",3
"68157","F",32,170,66,"USA","Gold","Tennis",3
"68166","F",24,159,57,"ESP","Bronze","Judo",3
"68167","F",28,159,57,"ESP","Gold","Judo",3
"68172","M",29,193,103,"AUS","Silver","Rowing",2
"68180","M",31,199,106,"FRA","Gold","Handball",2
"68181","M",35,199,106,"FRA","Gold","Handball",2
"68183","M",22,194,98,"ESP","Bronze","Handball",2
"68198","M",23,174,73,"ESP","Silver","Hockey",1
"68213","F",25,167,77,"USA","Gold","Softball",1
"68214","F",29,167,77,"USA","Gold","Softball",1
"68215","F",33,167,77,"USA","Gold","Softball",1
"68216","M",27,173,75,"URU","Gold","Football",1
"68246","F",20,176,63,"USA","Bronze","Tennis",3
"68247","F",20,176,63,"USA","Gold","Tennis",3
"68249","F",24,176,63,"USA","Gold","Tennis",3
"68267","M",25,188,86,"CUB","Gold","Baseball",2
"68273","M",23,196,84,"ESP","Silver","Basketball",2
"68274","M",27,196,84,"ESP","Silver","Basketball",2
"68275","M",31,196,84,"ESP","Bronze","Basketball",2
"68301","M",27,181,81,"ESP","Gold","Sailing",1
"68302","M",31,181,81,"ESP","Silver","Sailing",1
"68319","F",28,168,60,"ESP","Bronze","Alpine Skiing",3
"68326","M",21,171,65,"ESP","Gold","Alpine Skiing",3
"68342","F",32,172,66,"BRA","Gold","Volleyball",3
"68343","M",21,159,62,"IND","Gold","Hockey",3
"68351","F",24,169,60,"GER","Silver","Hockey",3
"68352","M",32,178,75,"NOR","Silver","Sailing",1
"68361","M",20,187,87,"RSA","Gold","Swimming",2
"68438","M",33,166,70,"ITA","Bronze","Archery",3
"68439","M",37,166,70,"ITA","Bronze","Archery",3
"68443","F",25,173,73,"CAN","Gold","Ice Hockey",1
"68445","M",26,187,87,"FRA","Gold","Fencing",2
"68447","F",27,162,61,"ARG","Silver","Hockey",3
"68450","M",24,181,77,"ITA","Bronze","Football",1
"68455","M",28,178,80,"ITA","Silver","Fencing",1
"68459","M",37,178,80,"ITA","Bronze","Fencing",1
"68487","M",24,184,68,"ITA","Bronze","Shooting",1
"68498","M",27,180,73,"ITA","Gold","Canoeing",1
"68500","M",35,180,73,"ITA","Bronze","Canoeing",1
"68550","M",22,176,73,"ARG","Silver","Football",1
"68552","M",30,181,104,"BRA","Gold","Sailing",2
"68553","M",34,181,104,"BRA","Bronze","Sailing",2
"68554","M",38,181,104,"BRA","Gold","Sailing",2
"68583","M",20,185,85,"RSA","Silver","Tennis",1
"68591","F",21,159,47,"USA","Silver","Athletics",3
"68593","F",21,159,47,"USA","Gold","Athletics",3
"68616","M",24,180,78,"CUB","Silver","Judo",1
"68632","F",38,176,58,"ESP","Bronze","Equestrianism",3
"68633","F",38,176,58,"ESP","Silver","Equestrianism",3
"68654","M",26,194,85,"ITA","Gold","Water Polo",2
"68680","M",19,180,75,"USA","Bronze","Swimming",1
"68681","M",19,180,75,"USA","Bronze","Swimming",1
"68682","F",19,157,54,"GBR","Bronze","Diving",3
"68683","F",19,171,77,"AUS","Silver","Cycling",1
"68685","F",23,171,77,"AUS","Silver","Cycling",1
"68691","M",22,173,63,"ITA","Bronze","Fencing",3
"68694","M",22,181,78,"ESP","Silver","Football",1
"68707","M",31,194,83,"SWE","Gold","Biathlon",2
"68716","M",23,193,89,"USA","Gold","Rowing",2
"68721","M",23,181,75,"GER","Bronze","Hockey",1
"68723","M",34,182,85,"AUT","Silver","Sailing",1
"68733","M",19,176,76,"FRA","Bronze","Athletics",1
"68736","F",27,193,82,"URS","Gold","Basketball",2
"68737","F",31,193,82,"URS","Gold","Basketball",2
"68741","M",21,188,77,"URS","Gold","Swimming",1
"68742","M",21,188,77,"URS","Silver","Swimming",1
"68753","M",23,187,72,"RUS","Bronze","Swimming",1
"68769","F",30,170,55,"GER","Bronze","Cross Country Skiing",3
"68785","M",21,183,84,"URS","Silver","Ice Hockey",1
"68786","M",25,183,84,"URS","Gold","Ice Hockey",1
"68787","M",29,183,84,"URS","Gold","Ice Hockey",1
"68809","F",24,196,85,"GDR","Silver","Volleyball",2
"68812","M",23,170,60,"GER","Silver","Table Tennis",3
"68871","M",21,174,70,"AUS","Bronze","Swimming",1
"68888","F",25,167,50,"ITA","Silver","Fencing",3
"68906","F",27,179,88,"TCH","Bronze","Athletics",1
"68914","M",22,180,74,"ITA","Silver","Fencing",1
"68916","F",20,175,62,"FRG","Gold","Fencing",3
"68917","F",20,175,62,"FRG","Gold","Fencing",3
"68918","F",23,175,62,"GER","Silver","Fencing",3
"68920","F",27,175,62,"GER","Bronze","Fencing",3
"68942","M",25,190,86,"BRA","Bronze","Sailing",2
"68959","M",27,187,85,"HUN","Silver","Canoeing",2
"68964","M",27,188,78,"NOR","Bronze","Ski Jumping",1
"68973","F",29,174,66,"GDR","Bronze","Athletics",3
"68977","M",22,185,94,"GER","Gold","Cycling",2
"68978","M",26,185,94,"GER","Gold","Cycling",2
"68979","M",30,185,94,"GER","Bronze","Cycling",2
"68980","M",30,185,94,"GER","Bronze","Cycling",2
"68983","M",34,185,94,"GER","Gold","Cycling",2
